Tenant ID,Check Date,Actual Individual Payment,Unit ZIP
T88053,1/22/2021,"$4,000.00 ",1969
200045236,1/22/2021,"$2,300.00 ",1905
T88624,1/22/2021,"$4,000.00 ",1930
T88063,1/22/2021,"$4,000.00 ",1905
T90225,1/22/2021,"$5,000.00 ",1604
T90157,1/22/2021,"$9,620.00 ",1608
1500010983,1/22/2021,"$9,035.12 ",1757
T90067,1/22/2021,"$10,000.00 ",1331
T89644,1/27/2021,"$6,400.00 ",1040
T89921,1/27/2021,"$2,300.00 ",1103
T89921,1/27/2021,$900.00 ,1103
T89921,1/27/2021,$900.00 ,1103
T87589,1/27/2021,"$4,000.00 ",1056
T89812,1/27/2021,"$3,861.00 ",1002
T90248,1/27/2021,"$4,000.00 ",1040
T90416,1/27/2021,$800.00 ,1040
T90256,1/27/2021,"$3,025.00 ",1085
500113702,1/27/2021,"$1,500.00 ",1118
T83448,1/27/2021,"$1,798.00 ",1103
T90247,1/27/2021,"$2,891.80 ",1103
T90341,1/27/2021,"$4,600.00 ",1040
T89921,1/27/2021,"($2,300.00)",1103
T89921,1/27/2021,($900.00),1103
T89921,1/27/2021,($900.00),1103
T90147,1/28/2021,"$3,050.16 ",2601
T89303,1/28/2021,"$2,850.00 ",2645
T90346,1/28/2021,"$10,000.00 ",2664
T90346,1/28/2021,"($10,000.00)",2664
T90193,1/29/2021,"$4,700.00 ",1844
T90113,1/29/2021,"$6,054.00 ",1844
T89750,1/29/2021,"$6,705.00 ",1845
T90391,1/29/2021,"$7,625.00 ",1850
200030921,1/29/2021,"$2,291.00 ",1843
T76604,1/29/2021,"$1,530.00 ",1950
T89697,1/29/2021,"$10,000.00 ",1843
T83575,1/29/2021,"$5,800.00 ",1826
T90497,2/1/2021,"$3,780.00 ",2301
T89262,2/1/2021,$400.00 ,2746
T90566,2/1/2021,"$3,520.00 ",2351
T90566,2/1/2021,$500.00 ,2351
T74248,2/1/2021,"$1,700.00 ",2301
T74248,2/1/2021,$147.00 ,2301
900037010,2/1/2021,$550.00 ,2723
T90491,2/1/2021,"$1,350.00 ",2745
T90491,2/1/2021,$300.00 ,2745
T88944,2/1/2021,$154.00 ,2760
T89978,2/1/2021,"$5,100.00 ",2189
T88404,2/1/2021,$700.00 ,2301
900031894,2/1/2021,$456.00 ,2301
T88811,2/1/2021,$600.00 ,2744
T88945,2/1/2021,"$4,335.00 ",2767
T89938,2/1/2021,$200.00 ,2025
T89841,2/1/2021,$500.00 ,2740
T90586,2/1/2021,"$4,528.18 ",2780
T83537,2/1/2021,"$5,728.90 ",2725
T88281,2/1/2021,$700.00 ,2301
T89158,2/1/2021,$800.00 ,2740
T90544,2/1/2021,"$4,550.00 ",2190
900036105,2/1/2021,$679.00 ,2721
T88231,2/1/2021,$800.00 ,2382
T90605,2/1/2021,"$4,116.31 ",2302
T90605,2/1/2021,$200.00 ,2302
T89371,2/1/2021,$330.00 ,2721
T90604,2/1/2021,"$2,720.82 ",2745
T89007,2/1/2021,$313.00 ,2723
T87719,2/1/2021,$504.00 ,2190
T89873,2/1/2021,"$4,860.00 ",2703
T89873,2/1/2021,$740.00 ,2703
T89873,2/1/2021,$740.00 ,2703
T88560,2/1/2021,"$6,000.00 ",2368
T90225,2/1/2021,"$1,000.00 ",1604
T90157,2/1/2021,$380.00 ,1608
1500010983,2/1/2021,$480.00 ,1757
T88132,2/1/2021,$505.00 ,1440
T87942,2/1/2021,$250.00 ,2601
T90528,2/1/2021,$269.00 ,2664
T87433,2/1/2021,$910.29 ,1201
T83939,2/1/2021,$610.00 ,1230
500110887,2/1/2021,"$4,000.00 ",1105
88667,2/1/2021,"$1,228.59 ",1201
T88830,2/1/2021,$900.00 ,1220
T88830,2/1/2021,$900.00 ,1220
T88830,2/1/2021,$900.00 ,1220
t90321,2/1/2021,"$3,600.00 ",1364
t90321,2/1/2021,$900.00 ,1364
T88616,2/1/2021,$635.00 ,1301
t90207,2/1/2021,"$2,625.00 ",1301
t90207,2/1/2021,$875.00 ,1301
T90782,2/1/2021,"$10,000.00 ",2169
T87575,2/1/2021,"$1,318.00 ",2127
T82470,2/1/2021,"$5,126.00 ",2134
T90478,2/1/2021,"$6,694.00 ",2119
T90783,2/1/2021,"$9,900.00 ",2472
T88705,2/1/2021,"$4,000.00 ",2138
T88813,2/1/2021,"$6,000.00 ",2151
T89798,2/1/2021,"$10,000.00 ",2122
T88881,2/1/2021,"$2,500.00 ",2155
T91107,2/1/2021,"$8,053.60 ",2119
T91277,2/1/2021,"$2,834.00 ",2122
T89120,2/1/2021,"$6,000.00 ",2155
T88880,2/1/2021,"$10,000.00 ",2121
T90928,2/1/2021,"$3,533.00 ",2126
T91106,2/1/2021,"$6,200.00 ",2126
T91106,2/1/2021,"$2,300.00 ",2126
T91117,2/1/2021,"$3,800.00 ",2186
T91263,2/1/2021,"$4,050.00 ",2136
T90781,2/1/2021,"$2,212.46 ",2130
T89165,2/1/2021,"$2,700.00 ",1522
T87398,2/1/2021,"$10,000.00 ",1608
T89900,2/1/2021,"$2,555.00 ",1432
T89900,2/1/2021,$575.00 ,1432
T89378,2/1/2021,$510.00 ,1510
T87953,2/1/2021,"$5,000.00 ",1453
T88944,2/1/2021,"($2,470.00)",2760
T88944,2/1/2021,($154.00),2760
T91277,2/1/2021,"($2,834.00)",2122
T91031,2/3/2021,"$3,075.60 ",1119
T89666,2/3/2021,$925.00 ,1075
T81448,2/3/2021,"$7,305.00 ",1001
T81448,2/3/2021,$500.00 ,1001
T91001,2/3/2021,"$1,801.00 ",1002
T91144,2/3/2021,"$1,172.38 ",1085
T91144,2/3/2021,$500.00 ,1085
T91639,2/3/2021,"$2,218.74 ",1104
T91639,2/3/2021,$368.70 ,1104
T91686,2/3/2021,"$8,624.84 ",1020
T91411,2/3/2021,"$4,000.00 ",1040
T91520,2/3/2021,"$8,637.82 ",1108
T89921,2/3/2021,$900.00 ,1103
T91692,2/3/2021,"$1,050.00 ",1089
T91692,2/3/2021,"$1,050.00 ",1089
T91704,2/3/2021,"$10,000.00 ",1129
T91142,2/3/2021,"$6,589.10 ",1013
T91323,2/3/2021,"$3,000.00 ",1108
T91323,2/3/2021,$800.00 ,1108
T89797,2/3/2021,$450.00 ,1129
T91372,2/3/2021,"$6,445.95 ",1105
T91372,2/3/2021,$644.60 ,1105
T90938,2/3/2021,"$4,109.05 ",1118
T90938,2/3/2021,$607.99 ,1118
T90663,2/3/2021,"$2,652.15 ",1001
T90663,2/3/2021,$673.93 ,1001
T91341,2/3/2021,"$4,000.00 ",1085
500089996,2/3/2021,"$8,323.44 ",1118
T11873,2/3/2021,"$10,000.00 ",1013
T91421,2/3/2021,"$4,400.00 ",1056
T90416,2/3/2021,$800.00 ,1040
T88664,2/3/2021,$600.00 ,1089
T91017,2/3/2021,"$6,716.01 ",1103
500113702,2/3/2021,"$1,250.00 ",1118
T87862,2/3/2021,"$8,000.00 ",1109
T86391,2/3/2021,$762.50 ,1089
500103218,2/3/2021,"$10,000.00 ",1108
T91416,2/3/2021,"$4,000.00 ",1105
T91416,2/3/2021,"($4,000.00)",1105
900037752,2/4/2021,"$6,345.65 ",2301
T89994,2/4/2021,"$1,500.00 ",2382
T83602,2/4/2021,"$6,000.00 ",2048
T91440,2/4/2021,"$4,800.00 ",2302
T88944,2/4/2021,"$2,470.00 ",2760
T88944,2/4/2021,$154.00 ,2760
T91414,2/4/2021,"$6,914.00 ",2720
T91414,2/4/2021,$438.00 ,2720
T88898,2/4/2021,"$6,000.00 ",2050
T91340,2/4/2021,"$4,560.00 ",2745
T91445,2/4/2021,"$10,000.00 ",2301
T89723,2/4/2021,"$2,819.77 ",2301
T89723,2/4/2021,"$1,000.00 ",2301
T90954,2/4/2021,"$10,000.00 ",2780
T89911,2/4/2021,"$3,300.00 ",2360
T91435,2/4/2021,"$3,730.00 ",2721
T91397,2/4/2021,"$2,400.00 ",2746
T91396,2/4/2021,"$4,396.27 ",2740
T90538,2/4/2021,"$1,500.00 ",2668
T89927,2/5/2021,"$10,000.00 ",2072
T91742,2/5/2021,"$4,000.00 ",2125
T91743,2/5/2021,"$10,000.00 ",2119
T90472,2/5/2021,"$4,019.00 ",2148
T90472,2/5/2021,"$1,981.00 ",2148
T81688,2/8/2021,"$3,052.00 ",1810
T90037,2/8/2021,"$8,800.00 ",1854
T84245,2/8/2021,"$1,371.00 ",1952
T88029,2/8/2021,"$9,700.00 ",1950
200026601,2/8/2021,"$4,200.00 ",1841
T60850,2/8/2021,"$1,398.00 ",1854
T90909,2/8/2021,"$3,700.00 ",1832
T90842,2/8/2021,"$8,575.00 ",1843
T76604,2/8/2021,$675.00 ,1950
T91038,2/8/2021,"$9,000.00 ",1826
T92268,2/10/2021,"$1,006.57 ",1104
T92025,2/10/2021,"$10,000.00 ",1036
T92339,2/10/2021,"$5,786.76 ",1030
T91970,2/10/2021,"$9,000.00 ",1020
T92365,2/10/2021,"$4,271.66 ",1085
T92128,2/10/2021,"$4,835.65 ",1109
T92128,2/10/2021,$359.00 ,1109
T91684,2/10/2021,"$10,000.00 ",1107
T91753,2/10/2021,"$5,515.00 ",1085
T91753,2/10/2021,"$1,103.00 ",1085
T91544,2/10/2021,"$7,520.24 ",1075
1500011316,2/10/2021,"$1,079.00 ",1109
500126350,2/10/2021,"$8,537.33 ",1060
T72716,2/10/2021,"$1,000.76 ",1108
T92325,2/10/2021,"$1,435.69 ",1119
T92008,2/10/2021,"$2,939.00 ",1109
T92066,2/10/2021,"$10,000.00 ",1104
T91045,2/10/2021,"$8,312.59 ",1080
T90974,2/10/2021,"$1,360.54 ",1089
T90974,2/10/2021,"$1,319.73 ",1089
T92109,2/10/2021,"$6,828.49 ",1013
T92109,2/10/2021,"$1,332.57 ",1013
T92013,2/10/2021,"$8,214.60 ",1151
T92428,2/10/2021,"$2,118.22 ",1109
T91988,2/10/2021,$599.80 ,1109
T92538,2/10/2021,"$10,000.00 ",1118
T89523,2/10/2021,"$2,844.29 ",1105
T91830,2/10/2021,"$6,000.00 ",1001
T92571,2/10/2021,"$2,150.00 ",1109
T92345,2/10/2021,"$5,919.24 ",1007
500072316,2/10/2021,"$3,400.00 ",1119
89062,2/10/2021,"$10,000.00 ",1109
T60948,2/10/2021,"$9,389.00 ",1108
T91018,2/10/2021,"$3,194.00 ",1103
T86029,2/10/2021,"$1,785.00 ",1902
T89480,2/10/2021,"$6,972.00 ",1906
T89480,2/10/2021,"$1,514.00 ",1906
T92571,2/10/2021,"($2,150.00)",1109
T89523,2/10/2021,"($2,844.29)",1105
T91750,2/11/2021,"$9,898.00 ",2382
T91103,2/11/2021,"$1,550.29 ",2368
T91103,2/11/2021,"$8,449.71 ",2368
900029410,2/11/2021,"$3,518.35 ",2050
900029410,2/11/2021,$900.00 ,2050
T91859,2/11/2021,"$8,864.00 ",2301
T91126,2/11/2021,"$3,535.00 ",2301
T90982,2/11/2021,"$2,230.40 ",2703
T91406,2/11/2021,"$10,000.00 ",2333
T92466,2/11/2021,"$4,250.00 ",2740
T89793,2/11/2021,"$3,253.79 ",2368
T89793,2/11/2021,$500.00 ,2368
T92654,2/11/2021,"$7,320.00 ",2066
T89638,2/11/2021,"$3,192.59 ",2719
T89638,2/11/2021,$800.00 ,2719
T88432,2/11/2021,"$8,500.00 ",2723
T89819,2/11/2021,"$1,316.84 ",2301
T90270,2/11/2021,"$9,259.00 ",2302
T89668,2/11/2021,"$8,962.00 ",2703
T91549,2/11/2021,"$4,200.00 ",2632
T91995,2/11/2021,"$4,257.60 ",2540
T91665,2/11/2021,"$2,200.00 ",2633
T92558,2/12/2021,"$2,580.00 ",1610
T92563,2/12/2021,"$10,000.00 ",1420
T92974,2/12/2021,$941.00 ,2119
T92115,2/12/2021,"$2,886.00 ",2136
T83924,2/12/2021,"$6,000.00 ",2151
T92799,2/12/2021,"$3,979.45 ",2150
T92623,2/12/2021,"$1,855.50 ",2128
T92889,2/12/2021,"$1,442.00 ",2126
600225051,2/12/2021,$696.67 ,2121
T93003,2/12/2021,"$4,950.00 ",2132
T93003,2/12/2021,"$1,650.00 ",2132
T91997,2/15/2021,"$2,211.00 ",1752
T91997,2/15/2021,"$1,639.00 ",1752
T91997,2/15/2021,"$1,639.00 ",1752
T91159,2/15/2021,"$10,000.00 ",1701
T92031,2/15/2021,"$4,962.85 ",1776
T90985,2/15/2021,"$8,006.00 ",1702
200039881,2/15/2021,"$4,107.00 ",1830
T92240,2/15/2021,"$4,108.00 ",1830
T92954,2/15/2021,"$4,028.00 ",1852
T82901,2/15/2021,"$4,275.00 ",1841
T92510,2/15/2021,"$10,000.00 ",1824
T89249,2/16/2021,"$3,173.63 ",1201
89903,2/16/2021,"$4,000.00 ",1201
T79779,2/16/2021,$800.00 ,1604
T89383,2/16/2021,"$4,900.00 ",1606
T89383,2/16/2021,$725.00 ,1606
T91932,2/16/2021,"$7,680.00 ",1453
T92973,2/16/2021,"$8,310.00 ",1588
T92273,2/16/2021,"$6,470.00 ",1581
T92273,2/16/2021,"$1,000.00 ",1581
T93345,2/17/2021,$805.07 ,1107
T93345,2/17/2021,$902.59 ,1107
T89921,2/17/2021,"$2,300.00 ",1103
T89921,2/17/2021,$900.00 ,1103
T89921,2/17/2021,$900.00 ,1103
T92789,2/17/2021,"$3,600.00 ",1109
T92789,2/17/2021,"$1,200.00 ",1109
T92716,2/17/2021,"$6,400.00 ",1151
500117638,2/17/2021,"$1,880.00 ",1151
500117638,2/17/2021,$950.00 ,1151
T92613,2/17/2021,"$4,000.00 ",1151
T93148,2/17/2021,"$3,600.00 ",1053
T92968,2/17/2021,"$3,695.00 ",1040
T92968,2/17/2021,$300.00 ,1040
T92571,2/17/2021,"$2,150.00 ",1109
T92354,2/18/2021,"$2,930.00 ",2301
T92354,2/18/2021,$374.00 ,2301
900040135,2/18/2021,"$1,750.00 ",2301
900024270,2/18/2021,"$9,147.96 ",2301
T92662,2/18/2021,"$5,550.00 ",2780
T93215,2/18/2021,"$4,640.00 ",2382
T90490,2/18/2021,"$1,425.00 ",2301
T90018,2/18/2021,"$8,900.00 ",2346
T93261,2/18/2021,"$7,505.47 ",2324
T93332,2/18/2021,"$4,650.00 ",2743
T90401,2/18/2021,"$5,600.00 ",2301
T90401,2/18/2021,$378.00 ,2301
T92937,2/18/2021,"$3,000.00 ",2724
T93019,2/18/2021,"$10,000.00 ",2302
T89722,2/18/2021,"$1,586.00 ",2189
T93419,2/18/2021,"$3,500.00 ",2740
T93461,2/18/2021,"$3,280.00 ",2744
600122944,2/18/2021,"$7,123.00 ",2720
T93485,2/18/2021,"$1,790.00 ",2720
T92302,2/18/2021,"$3,122.60 ",2601
T90346,2/18/2021,"$10,000.00 ",2664
T90493,2/19/2021,"$4,100.00 ",1905
T81216,2/19/2021,"$9,750.00 ",1902
T89607,2/19/2021,"$9,300.00 ",1902
T89607,2/19/2021,$700.00 ,1902
T89785,2/19/2021,"$2,900.00 ",2184
T93739,2/19/2021,"$2,326.00 ",2134
T73193,2/19/2021,"$2,978.96 ",2169
T93685,2/19/2021,"$5,823.20 ",2131
T93678,2/19/2021,"$4,978.00 ",2129
T93672,2/19/2021,"$10,000.00 ",2136
T81941,2/19/2021,"$2,500.00 ",2148
T88936,2/19/2021,"$4,000.00 ",2136
T83537,2/23/2021,"($5,728.90)",2725
T93924,2/24/2021,"$8,504.49 ",1020
500123776,2/24/2021,"$3,850.00 ",1080
T93682,2/24/2021,"$3,973.46 ",1028
T93546,2/24/2021,"$8,214.08 ",1118
T93546,2/24/2021,$595.00 ,1118
T93487,2/24/2021,"$1,709.99 ",1002
T94187,2/24/2021,"$10,000.00 ",1040
T93609,2/24/2021,"$7,989.90 ",1109
T93609,2/24/2021,$282.19 ,1109
T93736,2/24/2021,"$3,004.48 ",1255
T94535,2/24/2021,"$5,531.61 ",1151
T93683,2/24/2021,"$4,689.61 ",1104
T93555,2/24/2021,"$3,000.00 ",1109
T93555,2/24/2021,$225.00 ,1109
T93493,2/24/2021,"$3,750.00 ",1104
T94121,2/24/2021,"$5,455.00 ",1105
T93579,2/24/2021,"$3,710.00 ",1013
T93782,2/24/2021,"$6,964.80 ",1108
T94164,2/24/2021,"$1,784.00 ",1108
T82650,2/25/2021,"$6,342.53 ",2375
T82650,2/25/2021,$502.00 ,2375
T93583,2/25/2021,"$7,383.22 ",2301
T91318,2/25/2021,"$1,050.00 ",2744
T93469,2/25/2021,"$10,000.00 ",2301
900032592,2/25/2021,"$2,500.00 ",2048
T80081,2/25/2021,"$6,005.00 ",2061
T83537,2/25/2021,"$5,728.90 ",2725
T91707,2/25/2021,"$10,000.00 ",2302
T93616,2/25/2021,"$10,000.00 ",2740
T94039,2/25/2021,$488.56 ,2720
T94039,2/25/2021,$482.00 ,2720
T94034,2/25/2021,"$3,658.00 ",2382
T88274,2/25/2021,"$10,000.00 ",2382
T94040,2/25/2021,"$4,950.00 ",2048
T94044,2/25/2021,"$10,000.00 ",2382
T93427,2/25/2021,"$2,900.00 ",2632
T87433,3/1/2021,$910.29 ,1201
100015621,3/1/2021,"$4,024.00 ",1201
T88531,3/1/2021,"$3,659.00 ",1201
T92403,3/1/2021,"$6,900.00 ",1237
T88830,3/1/2021,$900.00 ,1220
T93427,3/1/2021,$200.00 ,2632
T87942,3/1/2021,"$1,000.00 ",2601
T90528,3/1/2021,$269.00 ,2664
t90321,3/1/2021,$900.00 ,1364
T88616,3/1/2021,$635.00 ,1301
T92354,3/1/2021,$374.00 ,2301
900040135,3/1/2021,"$1,275.00 ",2301
900037752,3/1/2021,$300.00 ,2301
T90566,3/1/2021,$500.00 ,2351
T89994,3/1/2021,"$1,000.00 ",2382
T74248,3/1/2021,$147.00 ,2301
T90491,3/1/2021,$300.00 ,2745
T88944,3/1/2021,$616.00 ,2760
T91414,3/1/2021,$438.00 ,2720
900031894,3/1/2021,$456.00 ,2301
T88811,3/1/2021,$600.00 ,2744
T89793,3/1/2021,$500.00 ,2368
900032592,3/1/2021,$450.00 ,2048
T89938,3/1/2021,$200.00 ,2025
T89841,3/1/2021,$500.00 ,2740
T93332,3/1/2021,$850.00 ,2743
T90401,3/1/2021,$378.00 ,2301
T89638,3/1/2021,$800.00 ,2719
T88432,3/1/2021,$450.00 ,2723
T89723,3/1/2021,"$1,000.00 ",2301
T89158,3/1/2021,"$3,200.00 ",2740
900036105,3/1/2021,$679.00 ,2721
T90605,3/1/2021,$200.00 ,2302
T89371,3/1/2021,$330.00 ,2721
T91435,3/1/2021,$500.00 ,2721
T90604,3/1/2021,$700.00 ,2745
T93419,3/1/2021,$750.00 ,2740
T89819,3/1/2021,"$1,316.84 ",2301
T93461,3/1/2021,"$1,100.00 ",2744
600122944,3/1/2021,"$1,400.00 ",2720
T94039,3/1/2021,$482.00 ,2720
T94034,3/1/2021,$300.00 ,2382
T89873,3/1/2021,$740.00 ,2703
T94040,3/1/2021,$416.00 ,2048
T92974,3/1/2021,"$2,950.00 ",2119
T87575,3/1/2021,"$1,318.00 ",2127
600197424,3/1/2021,"$4,794.00 ",2121
T94947,3/1/2021,"$5,621.42 ",2121
T90191,3/1/2021,"$1,840.00 ",2155
T89785,3/1/2021,"$1,350.00 ",2184
T94713,3/1/2021,"$1,495.00 ",1803
T95028,3/1/2021,"$1,612.86 ",2121
T95028,3/1/2021,"$1,269.00 ",2121
T94662,3/1/2021,"$4,713.78 ",2119
T83459,3/1/2021,"$1,277.00 ",2131
T83459,3/1/2021,"$1,277.00 ",2131
T94857,3/1/2021,"$2,030.00 ",2118
T89063,3/1/2021,"$2,240.00 ",2135
T94354,3/1/2021,"$7,640.00 ",2119
T90438,3/1/2021,"$4,000.00 ",2445
T94675,3/1/2021,"$1,825.00 ",1867
T93003,3/1/2021,"$1,650.00 ",2132
T94881,3/1/2021,"$10,000.00 ",2148
T88881,3/1/2021,"$2,500.00 ",2155
T94124,3/1/2021,"$4,240.00 ",2144
T94943,3/1/2021,"$2,685.00 ",2148
1500009313,3/1/2021,"$10,000.00 ",2145
T91277,3/1/2021,"$2,834.00 ",2122
T94875,3/1/2021,"$4,683.06 ",2129
T94699,3/1/2021,"$1,543.00 ",2120
T94626,3/1/2021,"$1,815.00 ",2151
T94626,3/1/2021,"$1,815.00 ",2151
T94657,3/1/2021,"$10,000.00 ",2150
T94749,3/1/2021,"$2,324.73 ",2125
T94924,3/1/2021,"$4,500.00 ",2453
T94924,3/1/2021,"$2,250.00 ",2453
T94767,3/1/2021,"$10,000.00 ",2169
T86211,3/1/2021,"$1,292.00 ",2184
T89480,3/1/2021,"$1,514.00 ",1906
T92558,3/1/2021,$600.00 ,1610
T90225,3/1/2021,"$1,000.00 ",1604
T92343,3/1/2021,"$1,599.00 ",1604
1500010983,3/1/2021,$480.00 ,1757
T90842,3/1/2021,"$1,424.00 ",1843
T76604,3/1/2021,$675.00 ,1950
T38123,3/1/2021,"$4,118.25 ",1772
T86907,3/1/2021,"$4,800.00 ",1550
T86907,3/1/2021,"$1,200.00 ",1550
T86889,3/1/2021,"$7,499.00 ",1607
T86889,3/1/2021,$833.00 ,1607
T89900,3/1/2021,$575.00 ,1432
T89383,3/1/2021,$725.00 ,1606
T89381,3/1/2021,"$2,350.00 ",1610
T92973,3/1/2021,"$1,100.00 ",1588
T89378,3/1/2021,$510.00 ,1510
T92273,3/1/2021,"$1,000.00 ",1581
1500029199,3/1/2021,"$8,039.64 ",1420
1500029199,3/1/2021,$650.00 ,1420
T91277,3/1/2021,"($2,834.00)",2122
T89666,3/3/2021,$925.00 ,1075
T81448,3/3/2021,$500.00 ,1001
T94760,3/3/2021,"$4,330.62 ",1007
T91144,3/3/2021,$500.00 ,1085
T91639,3/3/2021,$368.70 ,1104
T91686,3/3/2021,$687.58 ,1020
T92128,3/3/2021,$359.00 ,1109
T93345,3/3/2021,$902.59 ,1107
T89921,3/3/2021,$900.00 ,1103
T91692,3/3/2021,"$1,050.00 ",1089
T94594,3/3/2021,"$1,611.51 ",1056
T94594,3/3/2021,$900.00 ,1056
T93546,3/3/2021,$595.00 ,1118
T90974,3/3/2021,"$1,319.73 ",1089
T93487,3/3/2021,"$1,197.00 ",1002
T92789,3/3/2021,"$1,200.00 ",1109
T91372,3/3/2021,$644.60 ,1105
T89797,3/3/2021,$450.00 ,1129
T93609,3/3/2021,$282.19 ,1109
T90938,3/3/2021,$607.98 ,1118
T95646,3/3/2021,"$7,660.82 ",1108
T95341,3/3/2021,"$8,903.86 ",1108
T95341,3/3/2021,$548.07 ,1108
T90663,3/3/2021,$673.92 ,1001
T93736,3/3/2021,$850.00 ,1255
T92109,3/3/2021,"$1,332.57 ",1013
T92013,3/3/2021,$818.49 ,1151
T92428,3/3/2021,"$1,100.00 ",1109
T16151,3/3/2021,"$1,153.77 ",1118
T91988,3/3/2021,$82.55 ,1109
T95570,3/3/2021,"$4,134.00 ",1118
500117638,3/3/2021,$950.00 ,1151
T93555,3/3/2021,$225.00 ,1109
T90416,3/3/2021,$800.00 ,1040
T92968,3/3/2021,$300.00 ,1040
500113702,3/3/2021,"$1,250.00 ",1118
T95430,3/3/2021,"$4,600.00 ",1013
500084808,3/3/2021,"$2,800.00 ",1109
T94998,3/3/2021,"$7,125.00 ",1108
T88664,3/3/2021,$600.00 ,1089
T94164,3/3/2021,$892.00 ,1108
T92008,3/3/2021,$567.00 ,1109
T86391,3/3/2021,$762.50 ,1089
T89158,3/3/2021,($800.00),2740
T94007,3/4/2021,"$7,908.00 ",2301
T83659,3/4/2021,"$6,431.00 ",2048
T95270,3/4/2021,"$9,150.00 ",2780
T95017,3/4/2021,"$7,589.00 ",2780
T95017,3/4/2021,"$1,000.00 ",2780
T94853,3/4/2021,$711.00 ,2532
T95276,3/4/2021,"$3,110.00 ",2720
T95276,3/4/2021,$445.00 ,2720
T95277,3/4/2021,"$1,556.49 ",2346
T95277,3/4/2021,"$1,665.15 ",2346
T95277,3/4/2021,"$1,665.15 ",2346
900026657,3/4/2021,"$2,538.00 ",2341
T95300,3/4/2021,"$10,000.00 ",2302
T95266,3/4/2021,"$3,000.00 ",2743
T95266,3/4/2021,$500.00 ,2743
T95594,3/4/2021,"$10,000.00 ",2324
T89158,3/4/2021,$800.00 ,2740
T91618,3/4/2021,"$4,082.00 ",2790
T91618,3/4/2021,"$1,082.00 ",2790
T95246,3/4/2021,"$3,775.00 ",2721
T91578,3/4/2021,"$1,579.00 ",2368
T93886,3/4/2021,$450.00 ,2536
T93886,3/4/2021,"$2,550.00 ",2536
T91997,3/5/2021,"$1,639.00 ",1752
T92724,3/5/2021,"$5,176.00 ",1752
T92724,3/5/2021,$804.00 ,1752
T92724,3/5/2021,$804.00 ,1752
T95579,3/5/2021,"$8,800.00 ",1570
T56911,3/5/2021,"$3,548.25 ",1610
T90269,3/5/2021,"$3,032.00 ",
T90269,3/5/2021,"$1,000.00 ",
T95335,3/5/2021,"$2,708.00 ",2169
T95335,3/5/2021,"$1,002.00 ",2169
T96110,3/5/2021,"$8,196.00 ",2119
T95756,3/5/2021,"$6,995.00 ",2148
T95988,3/5/2021,"$1,388.16 ",2118
1500025470,3/5/2021,"$6,743.00 ",2118
T94703,3/5/2021,"$2,105.00 ",2453
600197242,3/5/2021,"$1,590.00 ",2119
T86434,3/5/2021,"$6,000.00 ",2122
T95893,3/5/2021,"$2,618.00 ",2118
600144196,3/5/2021,"$5,107.84 ",2135
T95458,3/5/2021,"$2,785.00 ",2148
T95081,3/5/2021,"$1,725.00 ",2169
T95081,3/5/2021,"$1,725.00 ",2169
T94729,3/5/2021,"$1,052.00 ",2124
T95099,3/5/2021,"$3,000.00 ",1880
T95099,3/5/2021,"$3,000.00 ",1880
T96121,3/5/2021,"$6,400.00 ",2119
T96121,3/5/2021,$810.00 ,2119
600159654,3/5/2021,"$6,320.00 ",2126
T95360,3/5/2021,"$10,000.00 ",2130
T95993,3/5/2021,"$4,774.90 ",2151
T95192,3/5/2021,"$1,351.98 ",2118
T88705,3/5/2021,$600.00 ,2138
t95273,3/5/2021,"$6,426.00 ",2135
T95349,3/5/2021,"$3,516.00 ",2136
T94462,3/5/2021,$900.00 ,2478
T95317,3/5/2021,"$3,000.00 ",2109
T95303,3/5/2021,"$2,164.00 ",1730
T95877,3/5/2021,"$4,335.00 ",2119
T96117,3/5/2021,"$4,529.15 ",2129
600222152,3/5/2021,"$4,289.72 ",2124
T95725,3/5/2021,"$2,134.00 ",2169
T95502,3/5/2021,"$1,750.00 ",2130
T94904,3/5/2021,"$3,053.79 ",2136
1000006150,3/5/2021,"$5,342.91 ",2148
T94843,3/5/2021,"$4,406.04 ",2121
T95540,3/5/2021,"$10,000.00 ",2150
T94402,3/5/2021,"$4,804.29 ",2126
T95308,3/5/2021,"$3,658.92 ",2124
T94681,3/5/2021,"$2,980.00 ",2130
T94738,3/5/2021,"$1,750.00 ",2155
T95338,3/5/2021,"$8,000.00 ",2119
T95356,3/5/2021,"$8,902.68 ",2148
T95443,3/5/2021,"$1,500.00 ",2125
T95984,3/5/2021,"$7,874.28 ",2180
T96069,3/5/2021,"$1,990.00 ",2467
T81664,3/5/2021,"$4,456.20 ",2144
T91060,3/5/2021,"$2,450.00 ",2148
T91060,3/5/2021,"$2,450.00 ",2148
T89424,3/5/2021,"$6,000.00 ",2124
T89723,3/7/2021,"($2,819.77)",2301
T89723,3/7/2021,"($1,000.00)",2301
T93357,3/8/2021,"$2,100.00 ",1970
T93812,3/8/2021,"$5,332.00 ",1915
1500011081,3/8/2021,"$4,512.00 ",2150
T92512,3/8/2021,"$4,044.00 ",1901
T92553,3/8/2021,"$1,814.00 ",1902
T92553,3/8/2021,"$1,200.00 ",1902
T92751,3/8/2021,"$1,000.00 ",1970
T92470,3/8/2021,"$9,710.60 ",1905
T93232,3/8/2021,"$4,222.00 ",1901
